org_name,org_uuid,long_description,,
Trulymadly.com,b4358e5e-5223-7f4c-8aac-46eb9d44e3dd,"TrulyMadly is a new, modern way to find true, mad love. A platform that brings singles together based on common interests and psychological matching. Verified profiles - Think of it as a set up by friends. They wouldn’t introduce you to random strangers on the street, right?Nor do they. From authenticating ID proofs to social profiles and employment records, they’ll find you a really ‘real’ match. True compatibility - It’s not about introducing two single people. It’s about introducing the two right single people. You tell us your what you like, what makes you laugh, angry and emotional. Once done, they’ll match you with someone who is made for you. Safe and Discreet - They’re like those friends who know how keep all information you share, private.Your profile can only be viewed by the ones they sort out for you. And you can only be messaged by those you have liked. No casual surfing, no spamming, no peeping tom business.",,
Trust Exchange,ccb2553f-4e7a-ade9-589c-4980ad76bc07,Trust Exchange is a B2B information social network. We use the social data and information collected and package it into a SaaS product that helps monitor and automate compliance burdens.,,
Trusted Insight,b385d602-0e65-0e83-9c8b-84a2f9094852,"Trusted Insight is an LP network that provides institutional investors with curated news, jobs, rankings, online and offline events, and a forum. With over 140,000 members on the platform controlling over $18 Trillion in assets, Trusted Insight is the fastest growing and most trusted alternative platform. 30,000 institutional investors engage with Trusted Insight each week. They are actively investing in alternative assets, primarily private equity, hedge funds, real estate and private companies. Founded by Alex Bangash, Trusted Insight started in 2010 and is venture-funded and revenue-producing. Its investors were the first investors or founders of Facebook, LinkedIn, Mint, Match.com, and Blackstone, among others. The company has offices in NYC and San Francisco.",,
Truvideo,427755c8-e982-edda-e8f7-b51fd7139afd,"Truvideo offers a proprietary video and texting platform that helps customers see and understand the services. The company offers a platform and tools that enable service providers to communicate with customers and colleagues via video and text. By sending the video to the customer, along with a narrative, the customer can gain confidence that his service provider is being transparent. The company was founded in 2015 and based in Wellesley, Massachusetts.",,
Try The World,73a6b76d-79f4-c7d8-7bcd-2d6d0b2882a5,Subscribe and get curated boxes of the best foods from around the world. We are here to help M-F 10 AM-6 PM EST Questions? trytheworld.zendesk.com,,
Tunespeak,c7dd2bb0-d6cc-477f-4685-abb227810c74,"Tunespeak is an online platform that enables users to listen to music, watch videos and photos, and share with friends in order to earn points. It acts as a loyalty platform for musicians. The company was founded in 2011 and headquartered in St Louis, Missouri.",,
Tupl,62f2e164-a70e-6739-2985-c3b74cd8eb99,"Tupl automates the most critical and complex tasks within network operations and engineering. We have gone beyond Big Data insights and built the world’s first use cases with complex automation all the way to closed loop level. Our live deployments in Tier 1 telecom operators are showing 100x improvement in resolution speeds, 90% level of automation, 4x improvement in accuracy, with 100% consistency. The Tupl approach is unique; operators provide their most pressing manual work problems, and Tupl automates those processes. Use cases range from customer care to network optimization, automated alarm handling, even to construction management and prediction. Tupl is the leader in operations automation by AI. We are headquartered in the United States, with presence in Spain, Mexico and Japan, and looking to further expand our global footprint.",,
TuringSense,a545bc6c-8e21-7c51-b349-fed78089179c,"TuringSense, a Silicon Valley-based pioneer in wearable sports technology, is revolutionizing training with innovative multi-sensor, high-speed full-body motion analysis. Wireless and camera-less, this portable device provides instant biomechanics feedback for technique optimization and injury prevention. Scalable cloud-based technology enables users to store and share session data with coaches, doctors and trainers in real-time as well as with friends and family via social media. PIVOT, the company’s first product, is designed specifically for tennis, with future products planned for additional sports such as golf and swimming. The company’s technology also has a wide range of potential applications in areas such as physical therapy, rehabilitation, posture correction, compliance and virtual reality/gaming.",,
Turismocity,c0eb1256-74e8-5646-e7d8-f81438ff3f7a,"Turismocity is a travel search engine for Latin America and other Spanish speaking countries. Turismocity searches in hundreds of travel websites including hotels, airlines and online travel agents. The company was founded in 2013 by the same founders as Descuentocity a website that is visited by more than 4.5 million visitors per month. Turismocity is focused on local markets in countries such as Brazil, México, Argentina, Chile, Colombia, Perú and Spain.",,
Turtle Bay,1430eab8-d2ad-4e03-82ff-a7d51af965aa,Turtle Bay is the Caribbean restaurant group.,,
Tutenlabs,4f276e3a-363f-ca07-ae37-fe35e8494f2f,"Tutenlabs helps large corporations to digitalize, optimize and standardize activities and processes of the field workforce; meaning, all those who don’t find themselves working in an office behind a desk. We deliver visibility and transparency of the information in order to improve the customer experience and quality of service. We have offices in North and South America, specifically at Miami, Bogotá, Mexico City, and Santiago, and we deliver solutions to companies worldwide. Actually we manage +90 collaborators, +10.000 users interact with our platforms, and in our operations business, we manage +400.000 work orders per year.",,
